LotArea,OverallQual,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,totalsf,totalarea,totalbaths,totalporchsf,HouseStyle_1Story,HouseStyle_2Story,SaleType_New,GarageType_Attchd
-0.2861036351582089,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,0.945047910420737,-0.9506567439414022,0.320581006628194,0.6303135469509952,0.022346475460719304,1.691945621531123,-0.7691715386197121,0.0,1.0,0.0,1.0
-0.07084664965531286,-0.06288650935735833,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,0.6217513647156988,0.320581006628194,0.3779457887983108,-0.03366149849196131,0.3917000944906497,0.7658633029761922,1.0,0.0,0.0,1.0
0.23800032954449452,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,0.6217513647156988,0.320581006628194,0.4238308357351625,0.2090397219696547,1.691945621531123,-0.8922334035577805,0.0,1.0,0.0,1.0
-0.08020564902500399,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,1.677392972916345,-0.062263880252110326,-0.10167118114878777,-0.25842266902958694,0.8241557653152771,0.0,1.0,0.0,0.0
0.8014120915999007,1.4085555551180706,1.0,1.417852907867531,-0.2161356531087239,1.5734785680433991,0.6217513647156988,1.677392972916345,1.2569312191823765,1.0584939935853106,1.691945621531123,0.6233706172584289,0.0,1.0,0.0,1.0
0.7742709934277964,-0.7986075415950729,1.0,-2.318942576420706,-0.2161356531087239,-0.9402440624472495,-0.9506567439414022,0.320581006628194,0.16859526214892487,-0.5217309857938924,0.3917000944906497,1.3617418068868385,0.0,0.0,0.0,1.0
0.019748464243297303,1.4085555551180706,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,0.320581006628194,1.558051839705466,1.1078343515912437,1.0418228580108864,0.8565404666147688,1.0,0.0,0.0,1.0
0.07552810048665645,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,2.1941594733727996,0.320581006628194,1.4404714069297833,0.8637996079402781,1.691945621531123,3.155854258878676,0.0,1.0,0.0,1.0
-0.7222330057858157,0.6728345228803562,1.0,-1.0733440816579602,4.357676182530294,0.945047910420737,2.1941594733727996,0.320581006628194,-0.2902552072195923,0.23571018575664546,-0.25842266902958694,0.7464324821964972,0.0,0.0,0.0,0.0
-0.4788990221738462,-0.7986075415950729,1.0,-1.0733440816579602,4.357676182530294,-0.9402440624472495,2.1941594733727996,-1.036230959659957,-0.06943341883599341,-0.6417480728353508,-0.25842266902958694,-1.138357133433917,0.0,0.0,0.0,1.0
0.2286413301748034,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.9402440624472495,-0.9506567439414022,-1.036230959659957,-0.04362307993401432,-0.6257457945631564,-0.25842266902958694,-1.1642648944735103,1.0,0.0,0.0,0.0
0.36415964104793097,2.144276587355785,1.0,1.417852907867531,-0.2161356531087239,2.8303398832887234,2.1941594733727996,1.677392972916345,1.9294339383506094,1.2665236111238387,2.3420683850513595,-0.07613893081059078,0.0,1.0,1.0,0.0
0.5595755478870819,-0.7986075415950729,1.0,-1.0733440816579602,-0.2161356531087239,-1.5686747200699116,-0.9506567439414022,-1.036230959659957,-0.4694936718166693,-0.9671277310366382,-0.25842266902958694,0.8824482276543621,1.0,0.0,0.0,0.0
0.12606669708298857,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,1.677392972916345,-0.6917493679170448,0.5850932613662245,-0.25842266902958694,0.08578457568686748,1.0,0.0,1.0,1.0
0.17623093370453305,-0.06288650935735833,1.0,-1.0733440816579602,-0.2161356531087239,-0.9402440624472495,0.6217513647156988,-1.036230959659957,0.013733228737050324,-0.057664915900253,0.3917000944906497,1.3552648666269402,1.0,0.0,0.0,1.0
-0.7222330057858157,0.6728345228803562,1.0,-1.0733440816579602,-0.2161356531087239,-0.9402440624472495,-0.9506567439414022,0.320581006628194,-1.609450306654079,-1.1511539311668746,-1.5586681960700601,-0.12795445288977741,0.0,0.0,0.0,0.0
0.23631570965795012,-0.06288650935735833,1.0,-1.0733440816579602,-0.2161356531087239,-0.9402440624472495,0.6217513647156988,0.320581006628194,-0.5655654888407026,-0.7217594641963232,-0.25842266902958694,-1.1642648944735103,1.0,0.0,0.0,1.0
0.15208471533072992,-1.5343285738327872,1.0,-1.0733440816579602,4.357676182530294,-0.3118134048245873,-0.9506567439414022,0.320581006628194,-0.9756630958388147,-1.6712279750131946,-0.25842266902958694,-1.1642648944735103,1.0,0.0,0.0,0.0
0.6956553987223909,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,-0.9506567439414022,0.320581006628194,-0.3103299152544649,-0.4283843625394247,0.3917000944906497,-0.5036169879638805,1.0,0.0,0.0,0.0
-0.45269382393871105,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,-0.9506567439414022,-1.036230959659957,-0.19131557476200578,-0.24169111603048932,-1.5586681960700601,-1.1642648944735103,1.0,0.0,0.0,1.0
0.7929889921671787,1.4085555551180706,1.0,1.417852907867531,-0.2161356531087239,1.5734785680433991,0.6217513647156988,1.677392972916345,0.5729572382799306,1.3131969227510725,1.691945621531123,1.387649567926432,0.0,1.0,1.0,0.0
-0.4734708025394254,0.6728345228803562,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,0.6217513647156988,-1.036230959659957,-1.2452377465928186,-1.0724760629952517,-1.5586681960700601,0.16350785880564744,0.0,0.0,0.0,1.0
-0.044267091445390046,1.4085555551180706,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,0.320581006628194,-0.2601431451672833,1.363870803946355,-0.25842266902958694,0.9731253912929387,1.0,0.0,0.0,1.0
-1.0771262618845034,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,0.6217513647156988,0.320581006628194,-0.10958283490573865,-0.5990753307761656,-0.25842266902958694,0.19589256010513909,1.0,0.0,0.0,1.0
-0.32428835258654876,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.3118134048245873,0.6217513647156988,-1.036230959659957,-0.0866403114373128,-0.5724048669891748,-0.25842266902958694,2.0482974744360614,1.0,0.0,0.0,1.0
0.795796691978086,1.4085555551180706,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,1.677392972916345,-0.5397551499387234,0.8224603890704424,-0.25842266902958694,-0.8015562399192038,1.0,0.0,0.0,1.0
-0.5200786194004873,-0.7986075415950729,1.0,0.17225441310478543,-0.2161356531087239,-0.9402440624472495,-0.9506567439414022,0.320581006628194,-0.5110769956031912,-0.9991322875810271,-0.9085454325498236,0.48087793154066566,1.0,0.0,0.0,0.0
0.2806773666702861,1.4085555551180706,1.0,0.17225441310478543,-0.2161356531087239,0.31661725279807484,0.6217513647156988,1.677392972916345,1.355870851639963,1.1451730008930308,1.0418228580108864,-0.8404178814785938,1.0,0.0,0.0,1.0
